objid,u,g,r,i,z,class,redshift
1237662199362290122,19.58534,18.20465,17.56779,17.19391,16.95425,GALAXY,0.1041893
1237662238563500553,19.42222,18.28455,17.70483,17.40382,17.22228,STAR,-0.0001711552
1237662199362289729,17.03468,16.12487,15.88021,15.80059,15.77858,STAR,-0.0009654181
1237662637985759481,18.02236,16.88599,16.55738,16.33909,16.18972,GALAXY,0.04325182
1237665567692423798,19.24928,18.21812,17.70428,17.4622,17.18999,GALAXY,0.09195687
1237662641734877227,18.78547,17.00921,16.13955,15.71351,15.39227,GALAXY,0.08396457
1237655743487869401,19.46838,17.53806,16.4764,16.01956,15.60653,GALAXY,0.1017553
1237668332573295046,19.28676,18.29469,17.85024,17.57658,17.48872,GALAXY,0.04748249
1237654953211396192,18.26764,16.91582,16.45785,16.30717,16.25711,STAR,-4.757845E-05
1237671690690625626,19.53964,19.35557,19.32833,19.01709,18.92697,QSO,1.81109
1237661387622121800,19.56221,18.18267,17.5577,17.27761,17.12906,STAR,-0.000774593
1237655373042221181,17.43577,15.30717,14.43216,14.09258,13.917,STAR,-0.0002018128
1237665567155487113,19.28287,18.25545,17.9508,17.78887,17.72056,STAR,-8.714569E-05
1237655503500280052,18.29437,16.83897,16.26215,16.07453,15.99616,STAR,-0.0001066614
1237661388695863612,18.1631,17.1749,16.86964,16.75031,16.69595,STAR,-0.0004077757
1237655504574087781,19.34102,17.42188,16.55277,16.15775,15.84792,GALAXY,0.04504274
1237662637448823165,19.36013,17.81254,16.97145,16.52542,16.17433,GALAXY,0.09048611
1237655693557825670,17.92763,16.76011,16.31022,16.13579,16.05607,STAR,0.0001412445
1237671692301303971,19.33139,18.06728,17.4167,17.01593,16.78829,GALAXY,0.09279557
1237662301376872650,18.81528,18.39218,18.41811,18.54859,18.70025,STAR,-7.669208E-05
1237668333110165575,18.05881,16.1611,15.22961,14.79753,14.47263,GALAXY,0.06959694
1237671935509266528,18.22168,16.39972,15.55259,15.11595,14.81549,GALAXY,0.045236
1237661951351586895,18.84477,17.96916,17.66918,17.5556,17.50058,STAR,-0.0005072325
1237665566618550582,18.5544,17.23266,16.67369,16.34345,16.18607,GALAXY,0.04217755
1237662300839936502,18.85833,17.66111,17.27943,17.02021,16.88576,GALAXY,0.05515582
1237665428109525004,18.69923,17.56867,17.17904,17.02231,16.95964,STAR,0.0002110342
1237655502963343747,19.20929,17.83361,17.18123,16.7984,16.59267,GALAXY,0.1328193
1237671690153689127,18.3099,16.73977,16.09983,15.83315,15.69772,STAR,-0.0003594194
1237671691764367367,17.23864,17.30807,17.72264,18.01888,18.37789,STAR,3.53349E-05
1237671936046137841,18.41717,17.47464,17.20342,16.94707,16.86997,GALAXY,0.04398676
1237668366388101388,19.56182,17.95844,17.43744,17.14611,16.89368,GALAXY,0.03999858
1237662474234757513,19.50808,18.05222,17.0785,16.61291,16.25886,GALAXY,0.1372127
1237659324961063114,18.6985,16.88322,16.04955,15.63701,15.372,GALAXY,0.03539021
1237668271377678585,18.62591,17.29356,16.75719,16.42123,16.19473,GALAXY,0.05495348
1237668365314359299,19.17311,18.20773,17.90006,17.76526,17.73823,STAR,-0.0002092688
1237665231595831582,18.3157,16.57458,15.75096,15.35647,15.06317,GALAXY,0.03591514
1237662641734680783,18.58168,18.5544,18.74342,18.9586,19.14493,STAR,-0.0001891557
1237668332573163961,19.35303,17.65463,16.75762,16.27481,15.94715,GALAXY,0.1066954
1237662663219937397,17.52838,16.56501,16.18865,16.04619,15.99609,STAR,5.377443E-05
1237661464382341425,18.89499,17.88594,17.45539,17.13363,17.00123,GALAXY,0.0554854
1237665231595765939,19.02797,18.95085,18.71335,18.73817,18.81541,QSO,1.106863
1237661388158861333,18.98557,17.82185,17.81767,17.85089,17.90114,STAR,-0.001076225
1237665534932353355,19.57086,18.14091,17.3644,16.82735,16.59707,GALAXY,0.1303744
1237665535469224625,19.57624,17.89684,17.4443,17.32937,17.14807,GALAXY,0.03326919
1237665567155290460,19.36365,17.61691,16.83905,16.34444,15.91366,STAR,-0.0001670978
1237665584336273695,18.60557,17.68686,17.42856,17.31767,17.30852,STAR,-0.0003053823
1237665532260122958,18.15186,16.40769,15.61815,15.23777,14.92518,GALAXY,0.03370288
1237662197750890796,19.19455,17.05267,16.09715,15.63736,15.32937,GALAXY,0.1011379
1237655129845727562,18.82254,17.34483,16.62926,16.24341,15.97624,GALAXY,0.09302258
1237665535468700001,19.18394,17.77913,17.10136,16.72317,16.44818,GALAXY,0.07652061
1237662637985038726,18.3508,16.40806,15.57097,15.15706,14.8083,GALAXY,0.04543665
1237668354040594517,16.46151,15.31454,15.30104,15.33638,15.40224,STAR,-0.0008336055
1237668730920042959,17.52378,16.39095,15.89022,15.67108,15.56057,STAR,-0.0008047853
1237662262178873443,18.41162,18.03481,18.23048,18.40581,18.62265,STAR,-0.0001405891
1237655473436360831,16.2967,14.70669,13.94238,13.5562,13.2529,GALAXY,0.03114546
1237671690689839452,18.9818,17.75064,17.14245,16.79047,16.61166,GALAXY,0.08260925
1237665428645675066,19.15593,17.05637,16.19328,15.8127,15.51991,GALAXY,0.03898648
1237662306202550485,19.21259,17.54649,16.69397,16.25981,15.90141,GALAXY,0.08477058
1237668731993785175,18.61709,17.08191,16.38088,16.10988,15.94225,STAR,-0.0001639163
1237661465455493594,19.24075,17.27715,16.29488,15.82769,15.49003,GALAXY,0.07042079
1237662223553659299,19.42379,17.32717,16.31927,15.8515,15.50102,GALAXY,0.0833628
1237665536005505163,17.38415,16.35814,16.20617,16.16486,16.19661,STAR,-0.0003271869
1237655502962557163,18.86902,17.87406,17.53905,17.37164,17.33579,STAR,-0.0007313284
1237662264863228127,19.25148,18.99293,18.8048,18.73452,18.62592,QSO,0.8822437
1237659162818118140,18.86239,17.7511,17.287,16.89235,16.73681,GALAXY,0.07089662
1237655469676101915,19.19506,17.77092,17.06258,16.65914,16.39138,GALAXY,0.09229947
1237662662682411280,19.15821,17.74935,17.07838,16.67692,16.42342,GALAXY,0.08403359
1237668354577399875,18.18459,16.55811,15.99181,15.78551,15.68825,STAR,0.0001125893
1237651737929056403,18.44214,17.4811,17.16552,17.0466,17.00534,STAR,-0.0001880498
1237659161744375938,19.081,18.83892,18.81264,18.65119,18.72271,QSO,0.5081283
1237665549974306891,18.64477,17.50909,17.04799,16.86868,16.80031,STAR,-0.0002948083
1237662665888760727,19.20631,17.91473,17.38145,17.08602,16.97239,GALAXY,0.03841429
1237655498678665558,19.16232,17.66982,16.86876,16.40396,16.09202,GALAXY,0.1444705
1237667782320455992,19.2205,17.96515,17.16103,16.76787,16.49297,GALAXY,0.1509662
1237668352966656044,18.92122,17.55176,17.02309,16.82128,16.72248,STAR,-0.0001045161
1237662300839149948,18.66746,16.88552,16.02903,15.57252,15.24438,GALAXY,0.05164551
1237659330320072962,18.94212,17.79105,17.52205,17.4062,17.33574,STAR,-0.0001410355
1237662336795935125,19.31223,17.50835,16.57429,16.10109,15.74004,GALAXY,0.07130166
1237662695965786424,19.36331,18.87663,18.69891,18.90971,18.26229,QSO,0.4835023
1237662263789355411,19.55145,18.56668,18.30952,18.46453,18.1977,STAR,-0.0001033398
1237665534931632292,19.05584,18.12017,17.77476,17.60772,17.55677,STAR,-0.0009988305
1237668331498635434,18.86729,17.90504,17.68601,17.45417,17.29411,GALAXY,0.03991727
1237662500011704534,18.85327,17.82829,17.59345,17.37126,17.26153,GALAXY,0.05357117
1237667783394132218,18.60976,18.55429,18.38191,18.35477,18.22246,QSO,0.9608795
1237668732530786533,16.60731,15.53962,15.10044,14.92711,14.86335,STAR,0.0001642089
1237662268077768774,19.50907,18.4746,18.02765,17.5481,17.4128,GALAXY,0.06896541
1237671692300386369,18.09649,16.94984,16.45459,16.22864,16.09743,STAR,-0.0001594467
1237662534360105167,18.22466,17.13929,16.67268,16.43587,16.23807,GALAXY,0.04042561
1237665583262269519,17.62743,16.45544,16.68145,16.86498,16.96229,STAR,-0.00113289
1237655374651916822,19.06845,17.9203,17.485,17.20923,17.16437,GALAXY,0.08311761
1237662500011638856,18.78416,17.784,17.24938,16.84004,16.75329,GALAXY,0.1117274
1237662667499307446,19.13214,17.74373,17.11845,16.78044,16.52899,GALAXY,0.06778773
1237665531186118938,19.18022,17.70875,17.0106,16.67884,16.43732,GALAXY,0.03601096
1237662197750628535,18.94711,18.77381,18.77214,18.57899,18.58071,QSO,1.813993
1237661950813798664,18.80751,16.78717,15.85201,15.40582,15.06562,GALAXY,0.07103571
1237665549974175762,18.79791,16.74041,15.82468,15.38745,15.08941,GALAXY,0.06028751
1237668758311076080,18.96973,17.55956,16.86044,16.58112,16.39206,STAR,-0.0008351691
1237665567154504117,17.20356,15.46937,14.64171,14.23367,13.91934,GALAXY,0.0163748
1237662697039462474,19.02295,17.83457,17.34279,17.11927,17.02018,STAR,-0.0003622276
1237668758311077169,19.03654,17.25933,16.43644,16.09218,15.86946,STAR,-0.0001958778
1237665582188462198,16.32103,15.03332,15.0464,15.11606,15.2009,STAR,-0.0001626404
1237668365313507613,18.80138,16.83027,15.81366,15.36986,15.03087,GALAXY,0.1076122
1237655498678599790,17.87852,15.76224,14.77328,14.30031,13.92604,GALAXY,0.05616192
1237668758847947713,19.1897,17.94738,17.90397,17.95963,17.99072,STAR,-7.006773E-05
1237662267003896463,19.44256,18.19315,17.82046,17.53761,17.44245,GALAXY,0.0423203
1237662636374098146,18.18887,16.45917,15.65598,15.26641,14.94933,GALAXY,0.03852218
1237668352966459595,18.96628,17.74029,17.2312,17.04398,16.94867,STAR,-0.0001113127
1237665532796666075,18.7589,18.61759,18.46176,18.24221,17.9843,QSO,2.034369
1237661386010394753,15.88952,14.88013,14.33416,14.0228,13.76863,GALAXY,0.03205301
1237665567691374951,18.8674,17.34232,16.57365,16.1908,15.91655,GALAXY,0.03717746
1237668365313442072,19.10887,17.39143,16.64079,16.28352,16.01082,GALAXY,0.03267312
1237648704599949444,19.22076,17.38245,16.46286,15.96121,15.55738,GALAXY,0.07911005
1237668354040201588,18.64132,16.98169,16.40143,16.22618,16.17132,STAR,8.570569E-05
1237662635837161857,19.48373,17.94954,17.15149,16.74382,16.44582,GALAXY,0.067865
1237665547826495813,19.59484,18.15502,17.62674,17.34056,17.15846,GALAXY,0.01673727
1237662199361175884,18.99844,17.97973,17.52381,17.21255,17.05276,GALAXY,0.08795663
1237665547826495808,19.2385,17.98265,17.38079,17.03309,16.76198,GALAXY,0.07285797
1237665549974045098,18.33515,17.38632,17.09341,16.95619,16.85719,GALAXY,0.01581811
1237668757774401559,17.98114,16.88169,17.00297,17.11364,17.17966,STAR,-0.0007950994
1237668365313311010,19.28413,17.80586,17.02407,16.59188,16.30841,GALAXY,0.1061868
1237662226237751558,19.10675,17.61658,16.77605,16.27314,15.89399,GALAXY,0.05719261
1237662197750497639,19.2921,17.34446,16.32433,15.85462,15.52783,GALAXY,0.1059189
1237661949739925516,19.00574,18.66897,18.38916,18.32704,17.93522,QSO,0.3585228
1237661465992036545,18.12204,17.16668,16.88048,16.7695,16.73416,STAR,-0.0002708548
1237668271376695479,19.44796,17.89886,17.13511,16.74296,16.42726,GALAXY,0.07611935
1237661386010263645,17.8918,15.67366,14.63555,14.18629,13.86183,GALAXY,0.100262
1237662500011442430,19.36744,18.55723,18.2207,17.89325,17.82145,GALAXY,0.1412364
1237661950276731212,19.11443,17.86733,17.3051,17.02122,16.80934,STAR,-9.17854E-05
1237661386547134895,19.18918,17.32039,16.34501,15.90785,15.54269,GALAXY,0.09857757
1237661950276731206,19.41333,18.04328,17.20335,16.80899,16.50986,GALAXY,0.1248525
1237662303523373086,19.08709,18.82019,19.15004,19.38072,19.63965,STAR,-0.000144875
1237662641196695738,19.29292,18.36515,18.0799,17.97924,17.93601,STAR,-0.0006176871
1237668730920502649,18.99134,17.7571,17.63956,17.62119,17.607,STAR,-0.0001192706
1237655504572842386,19.13011,17.99735,17.68252,17.44748,17.28811,GALAXY,0.03751007
1237662226237620454,18.37514,16.33741,15.54493,15.10935,14.80936,GALAXY,0.06673264
1237661388157747558,18.91584,17.85946,17.30872,16.95577,16.78941,GALAXY,0.09326509
1237671690689380610,16.7592,15.65604,15.05881,14.70217,14.41574,GALAXY,0.04108335
1237662336795541652,19.49607,17.82584,17.26253,17.01859,16.73055,STAR,3.355225E-05
1237655745097236848,19.32746,17.19161,16.13643,15.65375,15.2821,GALAXY,0.106636
1237659327107563596,18.04802,17.75486,17.65453,17.47961,17.36554,QSO,1.952488
1237655691945967783,18.65548,18.51383,18.74044,18.99248,19.21454,STAR,0.0001176118
1237651737391792374,18.61784,16.83864,15.87911,15.42559,15.08999,GALAXY,0.07664775
1237659326033756219,18.29919,17.6301,17.62757,17.49642,17.30173,QSO,0.7027833
1237665583798812889,17.09796,16.14451,15.84343,15.72695,15.69771,STAR,-0.0003732947
1237655745097171297,18.49454,17.0549,16.31717,15.94741,15.6784,GALAXY,0.03525101
1237661388694618236,18.52183,17.57162,17.24576,17.10898,17.05607,STAR,-0.0006337978
1237668350292918571,18.70118,16.77773,15.84187,15.40788,15.07259,GALAXY,0.07210236
1237651736854856091,19.34775,18.26282,17.6972,17.25563,17.084,GALAXY,0.1310632
1237662197751415267,19.45491,17.9932,17.16342,16.71019,16.37979,GALAXY,0.1189164
1237668367461777731,19.55728,18.52584,18.03647,17.82097,17.72999,STAR,-0.00012745
1237648705137672394,19.14988,16.9245,15.93947,15.57331,15.35312,STAR,-0.0001090155
1237665531723711007,19.28757,18.33493,17.89601,17.6882,17.52653,GALAXY,0.03782957
1237668730382713242,18.7061,17.33091,17.24155,17.21974,17.19592,GALAXY,0
1237659325497868326,16.97494,15.73718,15.20031,14.95953,14.84801,STAR,-0.0005898675
1237662504299397164,19.21249,17.26079,16.10456,15.62624,15.24666,GALAXY,0.1460286
1237662637448626247,18.50503,18.19686,18.10431,18.05641,17.96353,QSO,0.798977
1237651735782162709,19.38957,17.38147,16.57018,16.0792,15.71579,GALAXY,0.05474353
1237662636374819190,17.71065,15.80528,14.93435,14.52421,14.1921,GALAXY,0.05707338
1237668311092363500,16.42824,15.378,15.61709,15.81593,15.91671,STAR,-0.0002194194
1237662336796524649,18.60607,18.35769,18.09773,18.10405,17.97259,QSO,0.9305475
1237666210849227092,19.22679,18.22246,17.90455,17.78896,17.71902,STAR,-0.0003419217
1237668310555426999,19.32857,17.72447,16.92409,16.55425,16.28656,GALAXY,0.04083738
1237665428109262902,18.82521,18.43377,18.38241,18.36999,18.49317,STAR,2.000645E-05
1237662641734484185,19.40656,17.6783,16.73448,16.28515,15.93005,GALAXY,0.1160685
1237661463845274088,18.92885,16.93562,15.9722,15.47186,15.0843,GALAXY,0.07284334
1237668731456456173,19.156,17.68807,17.05117,16.80934,16.69445,STAR,-8.779941E-05
1237648704600736187,19.18469,17.60434,16.85473,16.46769,16.22044,GALAXY,0.03282416
1237655744024347065,18.96366,17.50139,16.80595,16.36632,16.08527,GALAXY,0.08106502
1237662340552655243,18.76436,17.56738,17.07209,16.75002,16.55702,GALAXY,0.06276788
1237655472899883574,18.19845,17.28919,17.04649,16.85678,16.66608,GALAXY,0.03167847
1237655472899883525,17.11144,15.20748,14.28223,13.76738,13.27309,GALAXY,0.03176058
1237662499475358008,19.24739,18.10622,17.39864,16.97078,16.7075,GALAXY,0.1579711
1237671934972068265,19.46934,19.12514,19.35261,19.56155,19.82417,STAR,-5.808131E-05
1237665567692030368,19.21359,17.2062,16.11996,15.67077,15.29881,GALAXY,0.1320257
1237665102760378493,17.97062,16.98387,16.65581,16.52824,16.48479,STAR,-7.46104E-05
1237668756699939096,15.8967,14.68609,14.25852,14.11921,14.06722,STAR,9.08674E-05
1237668365314097381,18.187,16.39181,15.55058,15.11309,14.82696,GALAXY,0.07149465
1237668757773615646,18.52607,16.9318,16.28692,16.0604,15.94578,STAR,-0.0001050704
1237655374652506663,19.36181,18.26459,18.49323,18.6671,18.7944,STAR,-0.0009539704
1237665549974700181,17.82598,15.90656,15.06991,14.65504,14.36508,GALAXY,0.04674602
1237655744024346855,19.38886,17.65242,16.80217,16.31548,16.0008,GALAXY,0.08013435
1237662534360629668,17.90696,16.55107,15.83385,15.39464,15.09365,GALAXY,0.09157816
1237661950814388469,19.39585,17.51218,16.59329,16.16328,15.83379,GALAXY,0.0806471
1237665549974700420,19.53838,18.38833,17.56507,17.06241,16.83602,GALAXY,0.1896889
1237662340552654898,17.83688,16.00255,15.12564,14.64511,14.24023,GALAXY,0.06287731
1237668731993456916,17.9808,16.97589,16.6009,16.43968,16.31827,STAR,-0.0002328999
1237662533823758354,17.85432,16.88706,16.56663,16.4237,16.37998,STAR,-0.0003858292
1237662336796328401,18.23446,16.25168,15.3679,14.93491,14.60075,GALAXY,0.04432172
1237668758847422586,17.58719,16.23491,15.54698,15.23484,15.05475,STAR,-0.0003779551
1237665428109131997,19.57454,18.59009,18.28779,18.15623,18.1617,STAR,-0.000557011
1237665531723448803,19.31454,17.6811,16.92814,16.56269,16.27803,GALAXY,0.0393631
1237662237489233979,18.15407,17.00023,17.17235,17.34651,17.46064,STAR,-1.624616E-05
1237662239099847048,19.05408,17.77951,17.2191,16.90173,16.66258,GALAXY,0.07123622
1237668756163199496,18.38067,17.0164,16.43307,16.20252,16.0866,STAR,1.047868E-05
1237662238562976067,16.54265,15.31378,14.74911,14.44964,14.23125,GALAXY,0.02477548
1237668756163199490,18.22003,16.48869,15.6995,15.35887,15.17574,STAR,-1.303739E-05
1237665583262728736,19.52993,18.94951,18.75795,18.729,18.65164,STAR,0.0002923025
1237662301376414178,18.83226,17.57703,17.12425,16.87635,16.7422,GALAXY,0.04145009
1237648704063602745,17.29766,15.99299,15.83013,15.82138,15.81395,STAR,-0.0008475585
1237668756163264735,16.95838,15.67777,15.02738,14.75157,14.59112,STAR,0.0002050795
1237665533334061205,18.55975,16.82475,16.09633,15.78338,15.62086,STAR,-0.0001831444
1237668756700070673,17.83437,16.69148,16.24199,16.07157,16.00307,STAR,-5.053786E-05
1237665442071904641,18.81233,17.47929,16.83935,16.49594,16.30318,GALAXY,0.03519597
1237662637448298937,19.31897,18.32883,18.106,18.006,18.02938,STAR,-0.0007198745
1237665584336470358,18.40378,16.71927,16.14749,15.95797,15.8703,STAR,-0.0002012826
1237662337333133772,19.48627,18.0449,17.21634,16.79183,16.48263,GALAXY,0.1384267
1237665536005767453,19.53285,17.71807,16.87283,16.4767,16.16779,GALAXY,0.05467307
1237668354040791248,19.49499,17.6738,17.03971,16.82254,16.70846,STAR,2.117458E-05
1237655503499756069,18.99273,17.33314,16.4946,16.0371,15.69409,GALAXY,0.07925673
1237662198824829210,19.45552,17.50657,16.46979,16.02066,15.62338,GALAXY,0.1016882
1237662197751021866,19.43709,18.13375,17.35138,16.87659,16.63367,GALAXY,0.1190562
1237665567691833669,19.51554,18.36905,17.75646,17.3972,17.15667,GALAXY,0.1008076
1237662337333133342,17.74363,15.79519,14.86909,14.42669,14.10154,GALAXY,0.06522373
1237668337934074168,18.01973,16.47901,15.73889,15.36161,15.04508,GALAXY,0.0374727
1237665584873341456,19.4155,17.95715,17.42326,17.23837,17.14128,STAR,-0.0001368195
1237667782857589097,19.438,18.5296,18.13616,17.97459,17.94049,STAR,6.284191E-05
1237665372260663394,17.59854,16.50895,16.47174,16.48078,16.56492,STAR,-0.00100594
1237668733067264335,16.4418,15.1967,15.24126,15.34171,15.36914,STAR,-4.515501E-05
1237661386010853486,18.51841,17.53778,17.18145,17.03464,16.97978,STAR,-0.0006256081
1237651822181679135,18.39125,18.22449,17.957,17.86694,17.90021,QSO,1.39527
1237665534931959930,19.44929,17.24917,16.10815,15.63324,15.2759,GALAXY,0.1368029
1237661464381882737,19.55092,17.77772,16.87612,16.45682,16.11389,GALAXY,0.06914807
1237662306739552329,18.09458,17.05558,16.68567,16.54792,16.47855,STAR,-0.0005746818
1237655473436492209,17.81137,16.23987,15.46113,15.02687,14.73542,GALAXY,0.08380623
1237665442071839210,19.38416,17.75839,16.99088,16.58087,16.24023,GALAXY,0.03350143
1237665232132178198,18.94909,17.55855,16.90848,16.51885,16.27836,GALAXY,0.09660845
1237671934971805775,18.65187,17.5599,17.17291,17.02944,17.00556,STAR,0.0001082089
1237655744024084817,18.76438,16.63348,15.91715,15.46576,15.17219,GALAXY,0.04331254
1237662637448233310,19.54668,17.91482,17.01505,16.5193,16.12988,GALAXY,0.07024479
1237662224627532173,17.80248,16.11833,15.2645,14.84781,14.50863,GALAXY,0.037939
1237666227490324841,18.6195,17.43872,17.00907,16.72989,16.55717,GALAXY,0.06212277
1237662642271027525,19.28442,17.65616,16.83777,16.39335,16.0668,GALAXY,0.04228997
1237665534931828976,17.47894,15.9906,15.3055,14.94405,14.67665,GALAXY,0.03678006
1237651737392382103,19.55132,17.82356,16.85354,16.28148,15.84538,GALAXY,0.04877115
1237662303523832193,19.48614,18.20741,17.62737,17.25053,17.01599,GALAXY,0.07964917
1237668352429916456,17.70251,16.66008,16.37227,16.26961,16.25041,STAR,-0.000154688
1237648705137213973,18.99352,17.71172,17.07964,16.70741,16.51463,GALAXY,0.05345554
1237661465455559037,18.49412,16.47714,15.53329,15.08441,14.74435,GALAXY,0.06928153
1237665583262531601,18.90266,17.92582,17.5098,17.33367,17.28624,STAR,-0.0001480491
1237655470213038579,18.05407,16.43726,15.91253,15.60308,15.44312,GALAXY,0.0130014
1237662640123412584,18.11967,17.00281,16.54696,16.20004,16.04873,GALAXY,0.05614483
1237655502962688177,16.6612,15.67288,15.32149,15.18514,15.14653,STAR,-0.0005396881
1237662199898374765,18.94856,17.70641,17.03147,16.67855,16.46457,GALAXY,0.1366707
1237662264863293868,19.37049,18.44696,18.13736,18.02072,17.97406,STAR,-0.0005393457
1237655503499559601,19.13575,18.05223,17.65827,17.51945,17.45485,STAR,-0.0001390814
1237662224090595581,19.38933,19.13434,18.36317,17.72524,17.552,QSO,0.2295924
1237651822718353678,18.92706,17.8345,17.39528,17.24215,17.15548,STAR,-0.000288468
1237661465455493301,18.56239,16.45298,15.48914,15.05138,14.73048,GALAXY,0.07018697
1237665372260467024,18.9193,17.76755,17.35825,17.09636,16.89425,GALAXY,0.0386478
1237662701337116814,18.74641,19.02595,19.29233,19.51967,19.75725,QSO,2.558549
1237655470213038384,19.27057,18.15121,17.67819,17.50697,17.41908,STAR,0.0001138233
1237648721254875672,19.01073,17.82328,17.13869,16.7024,16.4273,GALAXY,0.07773671
1237662662145016159,18.71009,17.2432,16.52321,16.14862,15.90567,GALAXY,0.07072731
1237662224090005833,19.4669,18.29176,17.64124,17.28308,17.01213,GALAXY,0.08617085
1237651737391661483,18.36012,17.1464,16.39338,15.95648,15.66946,GALAXY,0.1312719
1237671936581763509,19.57829,18.34358,17.74812,17.31139,17.17841,GALAXY,0.1012322
1237662336795476398,19.13852,17.04535,16.09493,15.63967,15.30556,GALAXY,0.07732838
1237662198824042618,18.07273,16.68868,16.01175,15.62012,15.32498,GALAXY,0.07291519
1237668349219111236,16.43144,15.21578,14.708,14.43461,14.22713,GALAXY,0.01830708
1237662262178283892,19.49831,18.32249,17.73139,17.3595,17.13935,GALAXY,0.06638892
1237662640659694000,19.43251,17.11823,16.11894,15.67263,15.30328,GALAXY,0.1000825
1237659153683710001,18.65563,17.75419,17.50004,17.4153,17.42059,STAR,-0.001270693
1237655129845072009,19.51287,17.61824,16.58249,16.12379,15.75014,GALAXY,0.1083042
1237662474770383254,19.56726,18.37754,17.68327,17.30727,17.08438,GALAXY,0.1000949
1237662697576005784,19.58564,18.14282,17.11458,16.5813,16.18563,GALAXY,0.1427694
1237661950276534624,17.57121,16.5253,16.14473,15.91164,15.75434,GALAXY,0.03718395
1237662619727561083,19.59715,17.87497,17.09327,16.71535,16.42559,GALAXY,0.04859446
1237665583261810956,19.03455,17.70933,17.16764,16.92881,16.80062,STAR,-0.0001130737
1237651736317919282,18.68202,18.76742,19.10282,19.36558,19.59362,STAR,-3.368191E-05
1237662223553003865,19.27177,18.07884,17.50496,17.0895,16.89849,GALAXY,0.05401085
1237651736854790753,19.20153,17.91961,17.33493,16.98111,16.87035,GALAXY,0.09031478
1237655691945837115,19.16985,18.11086,17.56641,17.19473,17.05525,GALAXY,0.100257
1237659324959818200,19.22678,17.17384,16.198,15.78578,15.45435,GALAXY,0.0852613
1237662199897719224,17.85271,16.52497,15.89389,15.5393,15.27209,GALAXY,0.04122802
1237662473696575741,17.93593,16.65369,15.92239,15.5217,15.18262,GALAXY,0.04015566
1237659163354464706,19.11742,17.27078,16.39952,15.95449,15.64412,GALAXY,0.07499542
1237668336859480212,17.68745,16.82907,16.4952,16.36758,16.31997,STAR,-0.0004104306
1237661949202727265,19.2969,17.47436,16.56595,16.11791,15.78629,GALAXY,0.07308827
1237662619190624610,18.85043,16.9622,16.0617,15.65422,15.31927,GALAXY,0.06928186
1237651735781048399,18.1094,16.96551,16.52121,16.34861,16.30684,STAR,-0.0001373499
1237661386546937941,18.93101,17.49713,16.92066,16.69025,16.59227,STAR,-0.0002805407
1237659162817593716,19.23595,17.87098,17.31788,17.11326,17.02468,STAR,-3.780355E-05
1237655468064899709,18.23437,17.02753,16.60472,16.42647,16.35705,GALAXY,0.009943311
1237667782856737133,19.03929,18.00503,17.56379,17.30113,17.13883,GALAXY,0.1182079
1237662198823911861,18.60873,17.40879,16.89651,16.6246,16.45147,GALAXY,0.0189759
1237648721791615342,19.32398,17.57041,16.78155,16.3873,16.07916,GALAXY,0.06334803
1237659326033560043,18.7643,17.3304,16.62954,16.20959,15.94877,GALAXY,0.07814658
1237662698112811260,17.98067,16.20473,15.39594,15.01497,14.71646,GALAXY,0.03931179
1237661463844160015,18.72159,17.29642,16.63548,16.25144,16.02808,GALAXY,0.0738306
1237661388157550976,19.59628,17.96823,17.15398,16.74632,16.44864,GALAXY,0.07026693
1237662199360848340,18.98146,17.5001,16.75096,16.35413,16.07379,GALAXY,0.03965956
1237662698112745666,19.21028,17.73501,17.00921,16.71084,16.5142,STAR,8.475201E-05
1237655374114521540,19.37882,19.1852,18.82206,18.64229,18.22802,QSO,0.2744291
1237661387083743556,18.5996,17.34335,16.71697,16.394,16.16915,GALAXY,0.08841558
1237662635836768314,18.8833,18.11048,17.48912,17.19123,16.90101,GALAXY,0.03670294
1237662697575874802,19.23257,17.84004,17.22011,16.86314,16.63325,GALAXY,0.06922156
1237662199360782640,19.56573,17.9371,17.21196,16.80731,16.52608,GALAXY,0.03749622
1237655473435574753,19.45369,18.5645,18.22138,17.88287,17.77558,GALAXY,0.07709341
1237665373870358915,19.45152,18.17972,17.68375,17.44289,17.16936,GALAXY,0.0479777
1237659162817462554,19.04926,18.41994,18.47506,18.58465,18.64696,STAR,3.029653E-05
1237659163354333696,17.91803,16.75684,16.32481,16.04991,15.9338,GALAXY,0.05443183
1237662534359515407,17.7374,16.62987,16.16256,15.89558,15.68204,GALAXY,0.01579544
1237662498937307277,19.44289,18.19548,17.36831,16.95389,16.64014,GALAXY,0.1388871
1237668271376236993,19.44624,18.41268,18.02936,17.88323,17.78694,STAR,-2.738477E-06
1237668272450044210,19.49117,17.85468,17.12928,16.71535,16.47641,GALAXY,0.09562612
1237655130381811740,19.27109,18.83967,19.05639,19.23387,19.5031,STAR,-3.130236E-05
1237661387083678020,19.48865,19.18068,18.81373,18.76694,18.54433,QSO,0.894991
1237662619727364511,19.07383,17.08418,16.0962,15.66064,15.32084,GALAXY,0.09628302
1237662503761215799,19.46324,17.38551,16.40416,15.97523,15.61216,GALAXY,0.09777248
1237662269150855572,18.78748,17.57395,16.9506,16.52673,16.33928,GALAXY,0.1091556
1237655473435574299,16.01561,15.9063,15.81914,15.55585,15.63975,QSO,0.1632425
1237648721254613064,19.34565,17.82323,17.0967,16.66944,16.35378,GALAXY,0.07864854
